X,Y,R,G,B
178,238,98,51,25
178,239,98,51,25
178,240,101,51,24
178,241,101,51,24
178,242,101,51,24
178,243,101,51,24
179,0,165,177,175
179,1,166,178,176
179,2,166,178,176
179,3,166,178,176
179,4,167,179,177
179,5,167,179,177
179,6,168,180,178
179,7,168,180,178
179,8,166,178,176
179,9,166,178,176
179,10,167,179,177
179,11,168,180,178
179,12,169,181,179
179,13,170,182,180
179,14,171,183,181
179,15,171,183,181
179,16,170,182,180
179,17,170,182,180
179,18,169,181,179
179,19,169,181,179
179,20,169,181,179
179,21,168,180,178
179,22,168,180,178
179,23,168,180,178
179,24,168,180,178
179,25,168,180,178
179,26,169,181,179
179,27,170,182,180
179,28,171,183,181
179,29,170,182,180
179,30,170,182,180
179,31,169,181,179
179,32,175,186,180
179,33,162,173,167
179,34,174,185,177
179,35,164,175,167
179,36,167,177,168
179,37,175,185,176
179,38,114,121,113
179,39,45,50,43
179,40,52,57,50
179,41,64,66,61
179,42,48,50,47
179,43,50,50,50
179,44,71,71,73
179,45,69,67,72
179,46,62,59,66
179,47,71,68,75
179,48,64,62,65
179,49,63,61,64
179,50,62,60,63
179,51,63,61,64
179,52,66,64,67
179,53,68,66,69
179,54,67,65,68
179,55,64,62,65
179,56,69,67,70
179,57,67,65,68
179,58,67,65,68
179,59,69,67,70
179,60,69,67,70
179,61,67,65,68
179,62,67,65,68
179,63,69,67,70
179,64,74,68,72
179,65,74,68,72
179,66,73,67,71
179,67,73,67,71
179,68,73,67,71
179,69,72,66,70
179,70,72,66,70
179,71,72,66,70
179,72,72,66,70
179,73,72,66,70
179,74,71,65,69
179,75,71,65,69
179,76,72,66,70
179,77,75,69,73
179,78,77,71,75
179,79,78,72,76
179,80,78,72,74
179,81,77,71,73
179,82,77,71,73
179,83,78,72,74
179,84,79,73,75
179,85,79,73,75
179,86,77,71,73
179,87,75,69,71
179,88,75,69,71
179,89,77,71,73
179,90,79,73,75
179,91,80,74,76
179,92,78,72,74
179,93,75,69,71
179,94,70,64,66
179,95,68,62,64
179,96,62,60,63
179,97,63,61,64
179,98,63,61,64
179,99,61,59,62
179,100,60,58,61
179,101,60,58,61
179,102,62,60,63
179,103,64,62,65
179,104,65,63,66
179,105,63,61,64
179,106,59,57,60
179,107,59,57,60
179,108,60,58,61
179,109,62,60,63
179,110,63,61,64
179,111,64,62,65
179,112,67,61,63
179,113,69,63,65
179,114,72,66,70
179,115,73,68,72
179,116,70,65,69
179,117,66,61,65
179,118,67,65,70
179,119,71,70,75
179,120,73,72,77
179,121,70,71,75
179,122,62,63,68
179,123,53,56,61
179,124,50,53,58
179,125,47,52,56
179,126,54,59,63
179,127,69,74,78
179,128,52,52,60
179,129,62,62,70
179,130,49,50,55
179,131,66,67,72
179,132,58,59,64
179,133,42,43,48
179,134,70,71,76
179,135,62,63,67
179,136,59,60,64
179,137,71,72,76
179,138,79,80,82
179,139,76,77,79
179,140,67,68,70
179,141,64,65,67
179,142,67,68,70
179,143,70,71,73
179,144,81,75,75
179,145,71,65,65
179,146,73,68,65
179,147,86,81,78
179,148,89,84,81
179,149,87,82,78
179,150,105,100,94
179,151,132,129,122
179,152,159,156,147
179,153,176,173,164
179,154,191,189,177
179,155,192,190,177
179,156,185,183,170
179,157,182,180,167
179,158,184,182,167
179,159,188,186,171
179,160,174,174,166
179,161,149,145,136
179,162,127,113,102
179,163,81,53,39
179,164,144,105,90
179,165,104,57,41
179,166,75,19,4
179,167,121,63,51
179,168,91,33,22
179,169,87,30,19
179,170,140,83,72
179,171,166,110,95
179,172,133,76,56
179,173,107,47,21
179,174,121,60,29
179,175,121,58,23
179,176,116,62,34
179,177,124,70,42
179,178,125,71,43
179,179,123,70,39
179,180,125,72,41
179,181,125,70,40
179,182,124,69,39
179,183,129,74,43
179,184,124,67,37
179,185,131,74,44
179,186,133,77,44
179,187,134,78,45
179,188,139,80,48
179,189,135,76,44
179,190,132,73,41
179,191,134,75,43
179,192,139,82,37
179,193,136,77,37
179,194,135,75,41
179,195,135,74,45
179,196,111,49,26
179,197,79,17,0
179,198,108,46,23
179,199,177,117,91
179,200,160,103,73
179,201,131,78,44
179,202,109,59,24
179,203,102,56,22
179,204,101,56,25
179,205,100,58,33
179,206,101,60,40
179,207,99,58,40
179,208,104,58,34
179,209,107,61,37
179,210,112,66,42
179,211,115,69,45
179,212,120,74,50
179,213,126,80,56
179,214,116,70,46
179,215,95,49,25
179,216,98,52,28
179,217,98,52,28
179,218,98,52,28
179,219,99,53,29
179,220,99,53,29
179,221,99,53,29
179,222,99,53,29
179,223,100,54,30
179,224,99,52,26
179,225,100,53,27
179,226,101,54,28
179,227,103,56,30
179,228,105,58,32
179,229,103,56,30
179,230,100,53,27
179,231,97,50,24
179,232,99,52,26
179,233,99,52,26
179,234,99,52,26
179,235,98,51,25
179,236,98,51,25
179,237,98,51,25
179,238,97,50,24
179,239,97,50,24
179,240,101,51,24
179,241,101,51,24
179,242,101,51,24
179,243,101,51,24
180,0,164,176,174
180,1,164,176,174
180,2,165,177,175
180,3,165,177,175
180,4,165,177,175
180,5,165,177,175
180,6,166,178,176
180,7,166,178,176
180,8,166,178,176
180,9,166,178,176
180,10,167,179,177
180,11,168,180,178
180,12,169,181,179
180,13,170,182,180
180,14,171,183,181
180,15,171,183,181
180,16,168,180,178
180,17,168,180,178
180,18,167,179,177
180,19,167,179,177
180,20,167,179,177
180,21,166,178,176
180,22,166,178,176
180,23,166,178,176
180,24,166,178,176
180,25,167,179,177
180,26,168,180,178
180,27,169,181,179
180,28,170,182,180
180,29,169,181,179
180,30,169,181,179
180,31,168,180,178
180,32,164,177,170
180,33,176,187,181
180,34,170,181,175
180,35,168,179,171
180,36,165,175,166
180,37,169,179,170
180,38,151,158,150
180,39,74,81,73
180,40,39,44,37
180,41,56,58,53
180,42,57,59,56
180,43,49,49,49
180,44,62,62,64
180,45,73,72,77
180,46,66,64,69
180,47,67,64,71
180,48,66,64,67
180,49,67,65,68
180,50,68,66,69
180,51,67,65,68
180,52,64,62,65
180,53,62,60,63
180,54,63,61,64
180,55,66,64,67
180,56,69,67,70
180,57,67,65,68
180,58,67,65,68
180,59,69,67,70
180,60,69,67,70
180,61,66,64,67
180,62,66,64,67
180,63,68,66,69
180,64,75,69,73
180,65,75,69,73
180,66,74,68,72
180,67,74,68,72
180,68,73,67,71
180,69,73,67,71
180,70,73,67,71
180,71,73,67,71
180,72,70,64,68
180,73,70,64,68
180,74,69,63,67
180,75,70,64,68
180,76,71,65,69
180,77,73,67,71
180,78,76,70,74
180,79,77,71,75
180,80,75,69,71
180,81,75,69,71
180,82,75,69,71
180,83,77,71,73
180,84,79,73,75
180,85,80,74,76
180,86,78,72,74
180,87,77,71,73
180,88,75,69,71
180,89,76,70,72
180,90,77,71,73
180,91,76,70,72
180,92,74,68,70
180,93,70,64,66
180,94,65,59,61
180,95,62,56,58
180,96,58,56,59
180,97,61,59,62
180,98,63,61,64
180,99,64,62,65
180,100,63,61,64
180,101,62,60,63
180,102,61,59,62
180,103,62,60,63
180,104,63,61,64
180,105,62,60,63
180,106,60,58,61
180,107,60,58,61
180,108,63,61,64
180,109,65,63,66
180,110,67,65,68
180,111,67,65,68
180,112,72,63,66
180,113,68,59,62
180,114,65,59,61
180,115,67,61,65
180,116,69,64,68
180,117,70,65,69
180,118,70,68,73
180,119,73,72,77
180,120,73,74,79
180,121,66,67,72
180,122,53,56,63
180,123,51,56,62
180,124,59,64,70
180,125,56,63,71
180,126,51,58,66
180,127,51,58,66
180,128,55,55,65
180,129,54,54,64
180,130,49,49,57
180,131,64,64,72
180,132,51,51,59
180,133,43,44,49
180,134,75,76,81
180,135,71,72,77
180,136,62,63,67
180,137,69,70,74
180,138,74,75,77
180,139,73,74,76
180,140,69,71,70
180,141,67,69,68
180,142,64,66,65
180,143,61,63,62
180,144,54,50,49
180,145,81,77,76
180,146,79,75,72
180,147,60,56,53
180,148,96,92,89
180,149,173,170,165
180,150,206,203,196
180,151,188,185,178
180,152,207,204,195
180,153,199,196,187
180,154,188,186,174
180,155,182,180,167
180,156,187,185,172
180,157,192,190,177
180,158,189,187,172
180,159,183,181,166
180,160,173,173,165
180,161,153,149,140
180,162,133,119,108
180,163,82,54,40
180,164,146,107,92
180,165,110,63,47
180,166,81,25,10
180,167,123,65,53
180,168,93,35,24
180,169,86,29,18
180,170,131,74,63
180,171,170,114,99
180,172,132,75,55
180,173,111,51,25
180,174,117,56,25
180,175,122,59,24
180,176,115,61,33
180,177,121,67,39
180,178,123,69,41
180,179,123,69,41
180,180,125,72,41
180,181,123,68,38
180,182,123,68,38
180,183,129,74,44
180,184,122,67,36
180,185,130,73,43
180,186,131,74,44
180,187,132,76,43
180,188,135,79,46
180,189,134,75,43
180,190,130,71,39
180,191,133,74,42
180,192,138,81,38
180,193,134,76,38
180,194,134,75,41
180,195,135,74,46
180,196,111,49,26
180,197,78,16,0
180,198,103,42,21
180,199,171,111,85
180,200,162,105,76
180,201,133,79,45
180,202,110,60,25
180,203,104,55,22
180,204,101,56,25
180,205,102,58,33
180,206,103,61,39
180,207,100,59,41
180,208,102,56,32
180,209,105,59,35
180,210,111,65,41
180,211,115,69,45
180,212,119,73,49
180,213,127,81,57
180,214,119,73,49
180,215,99,53,29
180,216,98,52,28
180,217,98,52,28
180,218,98,52,28
180,219,99,53,29
180,220,99,53,29
180,221,100,54,30
180,222,100,54,30
180,223,101,55,31
180,224,99,52,26
180,225,100,53,27
180,226,101,54,28
180,227,103,56,30
180,228,105,58,32
180,229,103,56,30
180,230,100,53,27
180,231,97,50,24
180,232,99,52,26
180,233,99,52,26
180,234,99,52,26
180,235,98,51,25
180,236,98,51,25
180,237,98,51,25
180,238,97,50,24
180,239,97,50,24
180,240,101,52,22
180,241,101,52,22
180,242,101,52,22
180,243,101,52,22
181,0,163,175,175
181,1,163,175,175
181,2,163,175,175
181,3,163,175,175
181,4,163,175,175
181,5,163,175,175
181,6,163,175,175
181,7,163,175,175
181,8,165,177,177
181,9,165,177,177
181,10,166,178,178
181,11,166,178,178
181,12,167,179,179
181,13,168,180,180
181,14,168,180,180
181,15,168,180,180
181,16,165,177,177
181,17,165,177,177
181,18,165,177,177
181,19,165,177,177
181,20,164,176,176
181,21,164,176,176
181,22,164,176,176
181,23,163,175,175
181,24,164,176,176
181,25,165,177,177
181,26,166,178,178
181,27,167,179,179
181,28,168,180,180
181,29,168,180,180
181,30,168,180,180
181,31,167,179,179
181,32,159,171,167
181,33,179,192,185
181,34,166,177,171
181,35,172,183,175
181,36,166,177,169
181,37,165,175,166
181,38,174,184,175
181,39,123,130,122
181,40,45,50,43
181,41,43,48,41
181,42,57,59,54
181,43,49,51,48
181,44,52,52,52
181,45,73,73,75
181,46,71,70,75
181,47,67,65,70
181,48,68,66,69
181,49,69,67,70
181,50,70,68,71
181,51,69,67,70
181,52,64,62,65
181,53,59,57,60
181,54,62,60,63
181,55,68,66,69
181,56,69,67,70
181,57,66,64,67
181,58,66,64,67
181,59,68,66,69
181,60,68,66,69
181,61,65,63,66
181,62,65,63,66
181,63,67,65,68
181,64,73,67,71
181,65,72,66,70
181,66,72,66,70
181,67,72,66,70
181,68,71,65,69
181,69,71,65,69
181,70,71,65,69
181,71,71,65,69
181,72,68,62,66
181,73,68,62,66
181,74,68,62,66
181,75,69,63,67
181,76,71,65,69
181,77,73,67,71
181,78,75,69,73
181,79,76,70,74
181,80,74,68,70
181,81,74,68,70
181,82,73,67,69
181,83,74,68,70
181,84,75,69,71
181,85,74,68,70
181,86,72,66,68
181,87,70,64,66
181,88,73,67,69
181,89,73,67,69
181,90,71,65,67
181,91,70,64,66
181,92,67,61,63
181,93,65,59,61
181,94,63,57,59
181,95,62,56,58
181,96,68,66,69
181,97,66,64,67
181,98,63,61,64
181,99,61,59,62
181,100,60,58,61
181,101,60,58,61
181,102,61,59,62
181,103,62,60,63
181,104,62,60,63
181,105,61,59,62
181,106,60,58,61
181,107,60,58,61
181,108,63,61,64
181,109,65,63,66
181,110,66,64,67
181,111,66,64,67
181,112,63,54,57
181,113,61,52,55
181,114,63,54,57
181,115,68,62,66
181,116,73,67,71
181,117,71,66,72
181,118,67,65,70
181,119,65,64,70
181,120,66,67,72
181,121,65,68,75
181,122,59,63,72
181,123,57,61,70
181,124,58,65,73
181,125,53,62,71
181,126,46,55,64
181,127,46,55,64
181,128,52,52,62
181,129,33,33,43
181,130,47,47,57
181,131,58,58,68
181,132,42,42,50
181,133,48,48,56
181,134,70,71,76
181,135,73,74,79
181,136,56,57,61
181,137,59,60,62
181,138,62,63,65
181,139,62,64,63
181,140,63,65,64
181,141,63,65,64
181,142,57,59,56
181,143,50,52,49
181,144,65,61,60
181,145,42,38,37
181,146,59,55,52
181,147,126,122,119
181,148,179,175,172
181,149,191,188,183
181,150,197,194,187
181,151,213,210,203
181,152,187,184,175
181,153,197,194,185
181,154,203,201,189
181,155,197,195,182
181,156,187,185,172
181,157,184,182,169
181,158,188,186,171
181,159,193,191,176
181,160,185,185,177
181,161,164,160,151
181,162,137,123,112
181,163,77,49,35
181,164,139,100,85
181,165,108,61,45
181,166,81,25,10
181,167,118,60,48
181,168,97,39,28
181,169,86,29,18
181,170,122,65,54
181,171,174,118,103
181,172,130,73,53
181,173,114,54,28
181,174,114,53,22
181,175,124,61,26
181,176,112,61,32
181,177,117,66,37
181,178,120,66,38
181,179,122,68,40
181,180,125,71,43
181,181,121,68,37
181,182,121,66,36
181,183,129,74,44
181,184,121,66,35
181,185,127,72,41
181,186,130,73,43
181,187,131,74,44
181,188,134,78,45
181,189,131,75,42
181,190,129,70,38
181,191,132,73,41
181,192,137,79,39
181,193,134,76,38
181,194,133,74,42
181,195,131,71,45
181,196,109,48,27
181,197,79,16,0
181,198,101,40,19
181,199,161,101,77
181,200,163,106,77
181,201,134,80,46
181,202,111,61,26
181,203,105,56,23
181,204,101,56,25
181,205,104,60,35
181,206,105,63,41
181,207,103,60,43
181,208,102,56,32
181,209,105,59,35
181,210,111,65,41
181,211,114,68,44
181,212,118,72,48
181,213,126,80,56
181,214,121,75,51
181,215,103,57,33
181,216,98,52,28
181,217,98,52,28
181,218,99,53,29
181,219,99,53,29
181,220,100,54,30
181,221,101,55,31
181,222,101,55,31
181,223,101,55,31
181,224,100,53,27
181,225,100,53,27
181,226,101,54,28
181,227,102,55,29
181,228,104,57,31
181,229,103,56,30
181,230,100,53,27
181,231,98,51,25
181,232,100,53,27
181,233,100,53,27
181,234,99,52,26
181,235,99,52,26
181,236,98,51,25
181,237,98,51,25
181,238,98,51,25
181,239,98,51,25
181,240,101,52,22
181,241,101,52,22
181,242,101,52,22
181,243,101,52,22
182,0,161,173,173
182,1,161,173,173
182,2,161,173,173
182,3,161,173,173
182,4,161,173,173
182,5,161,173,173
182,6,161,173,173
182,7,161,173,173
182,8,163,175,175
182,9,163,175,175
182,10,163,175,175
182,11,163,175,175
182,12,163,175,175
182,13,163,175,175
182,14,163,175,175
182,15,163,175,175
182,16,163,175,175
182,17,163,175,175
182,18,163,175,175
182,19,162,174,174
182,20,162,174,174
182,21,162,174,174
182,22,161,173,173
182,23,161,173,173
182,24,162,174,174
182,25,163,175,175
182,26,164,176,176
182,27,166,178,178
182,28,167,179,179
182,29,167,179,179
182,30,166,178,178
182,31,166,178,178
182,32,164,176,172
182,33,168,180,176
182,34,166,179,172
182,35,168,179,173
182,36,167,178,170
182,37,169,179,170
182,38,170,180,171
182,39,160,167,159
182,40,81,88,80
182,41,39,44,37
182,42,51,53,48
182,43,52,54,51
182,44,45,45,45
182,45,63,63,65
182,46,66,66,68
182,47,64,63,68
182,48,71,69,72
182,49,67,65,68
182,50,66,64,67
182,51,68,66,69
182,52,66,64,67
182,53,63,61,64
182,54,64,62,65
182,55,69,67,70
182,56,68,66,69
182,57,66,64,67
182,58,65,63,66
182,59,67,65,68
182,60,67,65,68
182,61,64,62,65
182,62,64,62,65
182,63,66,64,67
182,64,68,62,66
182,65,68,62,66
182,66,68,62,66
182,67,67,61,65
182,68,67,61,65
182,69,67,61,65
182,70,66,60,64
182,71,66,60,64
182,72,66,60,64
182,73,67,61,65
182,74,69,63,67
182,75,71,65,69
182,76,73,67,71
182,77,74,68,72
182,78,75,69,73
182,79,75,69,73
182,80,74,68,70
182,81,74,68,70
182,82,73,67,69
182,83,73,67,69
182,84,74,68,70
182,85,73,67,69
182,86,70,64,66
182,87,68,62,64
182,88,68,62,64
182,89,66,60,62
182,90,64,58,60
182,91,62,56,58
182,92,61,55,57
182,93,62,56,58
182,94,64,58,60
182,95,66,60,62
182,96,70,68,71
182,97,66,64,67
182,98,61,59,62
182,99,59,57,60
182,100,61,59,62
182,101,63,61,64
182,102,63,61,64
182,103,62,60,63
182,104,63,61,64
182,105,61,59,62
182,106,59,57,60
182,107,59,57,60
182,108,60,58,61
182,109,61,59,62
182,110,61,59,62
182,111,60,58,61
182,112,60,51,54
182,113,62,53,56
182,114,68,59,62
182,115,73,67,71
182,116,75,69,73
182,117,70,65,71
182,118,66,64,69
182,119,65,64,70
182,120,66,66,74
182,121,69,72,79
182,122,65,69,78
182,123,57,64,74
182,124,55,64,73
182,125,50,59,68
182,126,45,55,65
182,127,47,57,67
182,128,54,54,66
182,129,20,20,30
182,130,58,58,68
182,131,62,62,72
182,132,43,43,51
182,133,59,59,67
182,134,60,61,66
182,135,69,70,74
182,136,50,51,55
182,137,54,55,57
182,138,58,60,59
182,139,59,61,60
182,140,62,64,61
182,141,63,65,62
182,142,59,61,58
182,143,54,56,53
182,144,66,65,63
182,145,73,72,70
182,146,116,115,111
182,147,180,179,175
182,148,207,206,202
182,149,192,191,186
182,150,178,178,170
182,151,186,183,176
182,152,207,204,195
182,153,202,199,190
182,154,195,193,181
182,155,191,189,176
182,156,194,192,179
182,157,201,199,186
182,158,203,201,186
182,159,201,199,184
182,160,190,190,182
182,161,167,163,154
182,162,134,120,109
182,163,71,43,29
182,164,138,99,84
182,165,110,63,47
182,166,76,20,5
182,167,104,46,34
182,168,101,43,32
182,169,86,29,18
182,170,116,59,48
182,171,177,121,106
182,172,129,72,52
182,173,117,57,31
182,174,113,52,21
182,175,127,64,29
182,176,111,60,33
182,177,115,64,35
182,178,117,66,37
182,179,120,69,40
182,180,124,70,42
182,181,120,66,38
182,182,119,66,35
182,183,129,74,44
182,184,120,65,35
182,185,126,71,40
182,186,128,73,42
182,187,130,73,43
182,188,133,76,46
182,189,130,73,43
182,190,126,70,37
182,191,129,73,40
182,192,133,78,39
182,193,133,77,40
182,194,133,74,44
182,195,127,67,41
182,196,107,46,25
182,197,81,20,1
182,198,100,39,20
182,199,151,91,67
182,200,164,107,78
182,201,135,81,47
182,202,113,60,26
182,203,105,56,23
182,204,103,56,26
182,205,106,60,36
182,206,109,64,43
182,207,106,63,44
182,208,106,60,36
182,209,108,62,38
182,210,112,66,42
182,211,113,67,43
182,212,116,70,46
182,213,124,78,54
182,214,120,74,50
182,215,104,58,34
182,216,98,52,28
182,217,98,52,28
182,218,99,53,29
182,219,99,53,29
182,220,100,54,30
182,221,101,55,31
182,222,102,56,32
182,223,102,56,32
182,224,102,55,29
182,225,101,54,28
182,226,100,53,27
182,227,101,54,28
182,228,102,55,29
182,229,102,55,29
182,230,101,54,28
182,231,100,53,27
182,232,100,53,27
182,233,100,53,27
182,234,100,53,27
182,235,100,53,27
182,236,99,52,26
182,237,99,52,26
182,238,98,51,25
182,239,98,51,25
182,240,99,53,20
182,241,99,53,20
182,242,99,53,20
182,243,99,53,20
183,0,158,172,172
183,1,158,172,172
183,2,158,172,172
183,3,158,172,172
183,4,158,172,172
183,5,158,172,172
183,6,158,172,172
183,7,158,172,172
183,8,159,173,173
183,9,159,173,173
183,10,158,172,172
183,11,158,172,172
183,12,158,172,172
183,13,158,172,172
183,14,158,172,172
183,15,157,171,171
183,16,160,174,174
183,17,160,174,174
183,18,160,174,174
183,19,159,173,173
183,20,159,173,173
183,21,158,172,172
183,22,158,172,172
183,23,158,172,172
183,24,158,172,172
183,25,160,174,174
183,26,161,175,175
183,27,163,177,177
183,28,164,178,178
183,29,164,178,178
183,30,164,178,178
183,31,163,177,177
183,32,172,184,182
183,33,156,168,164
183,34,167,179,175
183,35,159,172,165
183,36,166,177,169
183,37,172,183,175
183,38,153,163,154
183,39,171,181,172
183,40,121,128,120
183,41,41,46,39
183,42,44,49,43
183,43,55,57,54
183,44,39,41,38
183,45,51,51,51
183,46,57,57,59
183,47,61,61,63
183,48,73,71,74
183,49,65,63,66
183,50,61,59,62
183,51,66,64,67
183,52,69,67,70
183,53,68,66,69
183,54,67,65,68
183,55,69,67,70
183,56,68,66,69
183,57,65,63,66
183,58,65,63,66
183,59,67,65,68
183,60,66,64,67
183,61,63,61,64
183,62,63,61,64
183,63,65,63,66
183,64,64,59,63
183,65,63,58,62
183,66,63,58,62
183,67,63,58,62
183,68,62,57,61
183,69,62,57,61
183,70,62,57,61
183,71,61,56,60
183,72,65,60,64
183,73,67,62,66
183,74,69,64,68
183,75,72,67,71
183,76,74,69,73
183,77,75,70,74
183,78,75,70,74
183,79,74,69,73
183,80,73,69,70
183,81,73,69,70
183,82,73,69,70
183,83,74,70,71
183,84,76,72,73
183,85,76,72,73
183,86,74,70,71
183,87,72,68,69
183,88,63,59,60
183,89,60,56,57
183,90,57,53,54
183,91,55,51,52
183,92,57,53,54
183,93,61,57,58
183,94,66,62,63
183,95,69,65,66
183,96,61,59,62
183,97,59,57,60
183,98,58,56,59
183,99,62,60,63
183,100,67,65,68
183,101,69,67,70
183,102,66,64,67
183,103,61,59,62
183,104,64,62,65
183,105,61,59,62
183,106,59,57,60
183,107,58,56,59
183,108,57,55,58
183,109,57,55,58
183,110,56,54,57
183,111,54,52,55
183,112,66,57,60
183,113,70,61,64
183,114,74,68,70
183,115,76,70,74
183,116,72,67,71
183,117,66,64,69
183,118,69,68,73
183,119,75,74,80
183,120,73,73,81
183,121,72,75,82
183,122,62,66,75
183,123,54,61,71
183,124,54,63,72
183,125,53,62,71
183,126,48,58,68
183,127,47,57,67
183,128,64,64,74
183,129,20,20,30
183,130,75,75,83
183,131,74,74,82
183,132,52,52,60
183,133,71,72,77
183,134,54,55,59
183,135,63,64,68
183,136,51,52,54
183,137,57,59,58
183,138,63,65,64
183,139,65,67,64
183,140,66,68,65
183,141,68,70,65
183,142,68,70,65
183,143,65,67,62
183,144,71,71,69
183,145,142,142,140
183,146,193,194,189
183,147,189,190,185
183,148,182,183,178
183,149,202,201,196
183,150,208,208,200
183,151,194,194,186
183,152,191,191,181
183,153,199,196,187
183,154,202,200,188
183,155,199,197,184
183,156,195,193,180
183,157,193,191,178
183,158,193,190,175
183,159,192,189,174
183,160,189,189,181
183,161,165,161,152
183,162,134,120,109
183,163,76,48,34
183,164,148,109,94
183,165,122,75,59
183,166,80,24,9
183,167,98,40,28
183,168,104,46,35
183,169,87,30,19
183,170,112,55,44
183,171,178,122,107
183,172,128,71,51
183,173,119,59,33
183,174,112,51,20
183,175,129,66,31
183,176,111,60,33
183,177,114,63,36
183,178,116,65,38
183,179,120,69,40
183,180,122,71,42
183,181,119,65,37
183,182,119,65,37
183,183,128,75,44
183,184,119,64,34
183,185,126,71,41
183,186,128,73,42
183,187,129,74,43
183,188,133,76,46
183,189,130,73,43
183,190,126,69,39
183,191,129,72,42
183,192,131,76,37
183,193,134,78,43
183,194,130,73,43
183,195,122,64,40
183,196,105,44,25
183,197,83,22,4
183,198,100,39,20
183,199,145,85,61
183,200,164,107,78
183,201,135,80,49
183,202,113,60,26
183,203,106,57,24
183,204,104,57,27
183,205,107,61,35
183,206,111,66,45
183,207,110,65,46
183,208,109,63,39
183,209,111,65,41
183,210,114,68,44
183,211,113,67,43
183,212,114,68,44
183,213,122,76,52
183,214,119,73,49
183,215,103,57,33
183,216,98,52,28
183,217,98,52,28
183,218,99,53,29
183,219,100,54,30
183,220,101,55,31
183,221,101,55,31
183,222,102,56,32
183,223,103,57,33
183,224,103,56,30
183,225,101,54,28
183,226,100,53,27
183,227,100,53,27
183,228,101,54,28
183,229,102,55,29
183,230,101,54,28
183,231,101,54,28
183,232,101,54,28
183,233,101,54,28
183,234,100,53,27
183,235,100,53,27
183,236,100,53,27
183,237,99,52,26
183,238,99,52,26
183,239,99,52,26
183,240,99,53,20
183,241,99,53,20
183,242,99,53,20
183,243,99,53,20
184,0,155,169,169
184,1,157,171,171
184,2,153,167,167
184,3,158,172,172
184,4,156,170,170
184,5,155,169,169
184,6,163,177,177
184,7,153,167,167
184,8,155,169,169
184,9,147,161,161
184,10,165,179,179
184,11,146,160,160
184,12,156,170,170
184,13,157,171,171
184,14,163,177,177
184,15,156,170,170
184,16,159,173,173
184,17,159,173,173
184,18,158,172,172
184,19,158,172,172
184,20,158,172,172
184,21,158,172,172
184,22,158,172,172
184,23,157,171,171
184,24,155,169,169
184,25,156,170,170
184,26,158,172,172
184,27,160,174,174
184,28,161,175,175
184,29,161,175,175
184,30,161,175,175
184,31,161,175,175
184,32,162,177,174
184,33,162,177,174
184,34,164,176,172
184,35,163,176,169
184,36,163,176,169
184,37,163,174,166
184,38,164,174,165
184,39,164,174,165
184,40,151,158,150
184,41,93,100,92
184,42,38,43,37
184,43,47,49,44
184,44,75,77,74
184,45,33,35,34
184,46,74,74,74
184,47,60,60,62
184,48,62,60,63
184,49,65,63,66
184,50,67,65,68
184,51,67,65,68
184,52,69,67,70
184,53,70,68,71
184,54,67,65,68
184,55,62,60,63
184,56,64,62,65
184,57,65,63,66
184,58,65,63,66
184,59,64,62,65
184,60,63,61,64
184,61,61,59,62
184,62,59,57,60
184,63,58,56,59
184,64,67,62,66
184,65,64,59,63
184,66,63,58,62
184,67,65,60,64
184,68,66,61,65
184,69,66,61,65
184,70,67,62,66
184,71,71,66,70
184,72,69,64,68
184,73,72,67,71
184,74,73,68,72
184,75,71,66,70
184,76,70,65,69
184,77,72,67,71
184,78,73,68,72
184,79,73,68,72
184,80,72,68,69
184,81,73,69,70
184,82,73,69,70
184,83,72,68,69
184,84,69,65,66
184,85,64,60,61
184,86,59,55,56
184,87,56,52,53
184,88,56,52,53
184,89,57,53,54
184,90,58,54,55
184,91,60,56,57
184,92,62,58,59
184,93,64,60,61
184,94,65,61,62
184,95,66,62,63
184,96,66,64,67
184,97,66,64,67
184,98,66,64,67
184,99,65,63,66
184,100,64,62,65
184,101,63,61,64
184,102,61,59,62
184,103,60,58,61
184,104,67,65,68
184,105,52,50,53
184,106,52,50,53
184,107,66,64,67
184,108,67,65,68
184,109,52,50,53
184,110,51,49,52
184,111,63,61,64
184,112,86,80,82
184,113,66,60,62
184,114,60,54,56
184,115,73,68,72
184,116,80,75,79
184,117,70,68,73
184,118,69,68,73
184,119,78,79,84
184,120,64,67,72
184,121,43,48,54
184,122,29,34,40
184,123,37,44,52
184,124,52,61,68
184,125,48,57,66
184,126,38,48,57
184,127,41,51,60
184,128,24,25,30
184,129,56,57,62
184,130,71,72,77
184,131,58,59,64
184,132,52,53,57
184,133,58,59,63
184,134,64,65,67
184,135,67,68,70
184,136,56,58,57
184,137,63,65,64
184,138,68,70,67
184,139,66,68,65
184,140,60,62,57
184,141,67,69,64
184,142,94,96,91
184,143,121,123,118
184,144,169,171,168
184,145,174,176,173
184,146,182,184,179
184,147,191,192,187
184,148,195,196,191
184,149,196,197,191
184,150,194,195,187
184,151,193,193,185
184,152,201,201,191
184,153,202,199,190
184,154,201,199,187
184,155,199,197,184
184,156,198,196,183
184,157,199,195,183
184,158,199,196,181
184,159,200,197,182
184,160,189,189,181
184,161,176,172,163
184,162,140,126,115
184,163,77,49,35
184,164,134,95,80
184,165,121,74,58
184,166,93,37,22
184,167,84,26,14
184,168,112,54,43
184,169,73,16,5
184,170,106,49,38
184,171,179,123,108
